run_id,step,val_loss,train_time_ms,attn_gate,learning_rate
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,0,16.0297,152,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,125,4.9728,33283,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,250,4.3366,69555,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,375,4.0593,105795,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,500,3.9182,142087,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,625,3.8327,178377,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,750,3.7737,214622,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,875,3.7256,250906,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,1000,3.6845,287192,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,1125,3.6563,323451,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,1250,3.6269,359732,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,1375,3.6055,396016,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,1500,3.5852,432257,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,1625,3.5679,468538,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,1750,3.545,504820,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,1875,3.5302,541056,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,2000,3.5174,577334,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,2125,3.5058,613622,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,2250,3.4977,649862,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,2375,3.4841,686138,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,2500,3.4763,722427,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,2625,3.4699,758671,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,2750,3.4612,794947,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,2875,3.4553,831217,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,3000,3.4477,867447,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,3125,3.4442,903731,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,3250,3.4368,940020,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,3375,3.431,976267,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,3500,3.4264,1012553,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,3625,3.4177,1048839,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,3750,3.4089,1085082,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,3875,3.396,1121358,none,0.00468
cadd9fa4-5d2f-4de3-845e-60fed27b6c1e,4000,3.3832,1157649,none,0.00468
